,artists,song,album_images,playlist_name,genre
53,['JAWNY'],For Abby,https://i.scdn.co/image/ab67616d00001e02bf076bd9b8ad8facbb19f473,All New Indie,Indie
54,['Jordana'],I Guess This is Life,https://i.scdn.co/image/ab67616d00001e0268f544d0bddcf0514453fa46,All New Indie,Indie
55,['Sunset Rollercoaster'],Under the Skin,https://i.scdn.co/image/ab67616d00001e02560f0c3602079aca51b13903,All New Indie,Indie
56,['Bright Eyes'],Miracle of Life,https://i.scdn.co/image/ab67616d00001e02d2489cef9771770ab88115a0,All New Indie,Indie
57,['Creams'],RUN,https://i.scdn.co/image/ab67616d00001e02e45f3b7bdb532f68d960c294,All New Indie,Indie
58,['Knox Fortune'],Stock Child Wonder,https://i.scdn.co/image/ab67616d00001e028792186e904b9a755eb48c83,All New Indie,Indie
59,['Dirty Projectors'],Searching Spirit,https://i.scdn.co/image/ab67616d00001e027256a568e9f77f3fc2ec58c5,All New Indie,Indie
60,['WENS'],giant bat and sad sad,https://i.scdn.co/image/ab67616d00001e0269d6dc1d282cb42982d0031b,All New Indie,Indie
61,['Pixey'],Free to Live in Colour,https://i.scdn.co/image/ab67616d00001e02024621a76d3227fb2a82126c,All New Indie,Indie
62,['Arlo Parks'],Green Eyes,https://i.scdn.co/image/ab67616d00001e02b6a17eb519189d6ac2138377,All New Indie,Indie
63,['boy pablo'],Wachito Rico,https://i.scdn.co/image/ab67616d00001e02c9a9f145388397f878892480,All New Indie,Indie
64,['MorMor'],Don't Cry,https://i.scdn.co/image/ab67616d00001e02e7a80c32e06af175a20a6f06,All New Indie,Indie
65,['Gorillaz'],"Song Machine, Season One: Strange Timez (Deluxe)",https://i.scdn.co/image/ab67616d00001e0205a3c11cb2cb7c60d30316a3,All New Indie,Indie
66,['Julien Baker'],Faith Healer,https://i.scdn.co/image/ab67616d00001e023ff1c85777cb1830369a1cc8,All New Indie,Indie
67,['Nilüfer Yanya'],Crash,https://i.scdn.co/image/ab67616d00001e02e29dae37fbad2cea6bc41a9a,All New Indie,Indie
68,['Baird'],"BIRDSONGS, Vol. 2",https://i.scdn.co/image/ab67616d00001e026a7bf6dc7f5ed701ef123457,All New Indie,Indie
69,['The Marías'],bop it up!,https://i.scdn.co/image/ab67616d00001e02253b70fc44f476135b647964,All New Indie,Indie
70,['Biig Piig'],Oh No / Liahr,https://i.scdn.co/image/ab67616d00001e02ad6f70c141bec2321e022e9a,All New Indie,Indie
71,['Adrianne Lenker'],songs,https://i.scdn.co/image/ab67616d00001e021e15b31739403f7bf7db598f,All New Indie,Indie
72,['Ginger Root'],Rikki,https://i.scdn.co/image/ab67616d00001e020352b8d78d2118bd38dbb004,All New Indie,Indie
73,['Wallows'],Remote,https://i.scdn.co/image/ab67616d00001e02cf7658aea039753d7ea58b1a,All New Indie,Indie
74,"['NEIL FRANCES', 'Raffaella']",On the Lookout (feat. Raffaella),https://i.scdn.co/image/ab67616d00001e02808da3870352ccc4611fbb51,All New Indie,Indie
75,['Miloe'],Change Your Mind,https://i.scdn.co/image/ab67616d00001e029022bc8d2c60a93906cfc2b4,All New Indie,Indie
76,['Hot Chip'],Straight To The Morning,https://i.scdn.co/image/ab67616d00001e02c94f537342f7bf377c796d3e,All New Indie,Indie
77,['Sir Chloe'],Party Favors,https://i.scdn.co/image/ab67616d00001e02f6ab3aa52a1b776a859c9ec7,All New Indie,Indie
78,['Briston Maroney'],Freeway,https://i.scdn.co/image/ab67616d00001e02967c81d8e5318cd8b76cf164,All New Indie,Indie
79,['Postcard Boy'],Picture Book,https://i.scdn.co/image/ab67616d00001e026522d387bbe94a064fca44f1,All New Indie,Indie
80,['Jean Dawson'],Pixel Bath,https://i.scdn.co/image/ab67616d00001e02b111f0ccb858f42da1f91b8d,All New Indie,Indie
81,['Yb.'],Waiting,https://i.scdn.co/image/ab67616d00001e025dd8cc6b8d4e65d3ef0361b7,All New Indie,Indie
82,['beabadoobee'],Together,https://i.scdn.co/image/ab67616d00001e02521faa79bdde97ddb1186c6d,All New Indie,Indie
83,['James Blake'],Before,https://i.scdn.co/image/ab67616d00001e02bd24006fb195e4eba9b21ccc,All New Indie,Indie
84,['Rostam'],Unfold You,https://i.scdn.co/image/ab67616d00001e02511f04647b9792a9413e54c4,All New Indie,Indie
85,['The Marías'],Care For You,https://i.scdn.co/image/ab67616d00001e02373c9e163be5d2db58dd884c,All New Indie,Indie
86,"['Local Natives', 'Sharon Van Etten']",Lemon [Feat. Sharon Van Etten],https://i.scdn.co/image/ab67616d00001e027e03f3c0ed84e9db3e6e645b,All New Indie,Indie
87,['Benny Sings'],Rolled Up,https://i.scdn.co/image/ab67616d00001e029d420375e251ca42b3c405ba,All New Indie,Indie
88,['Lana Del Rey'],Let Me Love You Like A Woman,https://i.scdn.co/image/ab67616d00001e02ef0340bfdded1253a0531ee5,All New Indie,Indie
89,"['Omar Apollo', 'Ruel']",Want U Around (feat. Ruel),https://i.scdn.co/image/ab67616d00001e0280284eba2f5fa551388c33f8,All New Indie,Indie
90,['Cavetown'],Sharpener,https://i.scdn.co/image/ab67616d00001e02713dc18f90cb95d0c51c56a0,All New Indie,Indie
91,['Maxband'],Cut It Loose,https://i.scdn.co/image/ab67616d00001e02ad5b94df45e47e991e08edbf,All New Indie,Indie
92,['Vansire'],After Fillmore County,https://i.scdn.co/image/ab67616d00001e02b4920fd6677062b905d3bddc,All New Indie,Indie
93,['LAUREL'],Best I Ever Had,https://i.scdn.co/image/ab67616d00001e028c5c4c4e32f783cb8419111c,All New Indie,Indie
94,['Sharon Van Etten'],Let Go,https://i.scdn.co/image/ab67616d00001e026df37967b00448c798c0d504,All New Indie,Indie
95,['Claud'],Gold,https://i.scdn.co/image/ab67616d00001e02490552330cb8192f4e290a1d,All New Indie,Indie
96,['Kevin Morby'],Sundowner,https://i.scdn.co/image/ab67616d00001e021cd0b7f1cc030c9092b4eb40,All New Indie,Indie
97,['Sports'],Baby Baby,https://i.scdn.co/image/ab67616d00001e02809900676301a9ace2577d4e,All New Indie,Indie
98,['Future Islands'],As Long As You Are,https://i.scdn.co/image/ab67616d00001e0232a9e358861c77de96a9f9e4,All New Indie,Indie
99,['Sunset Rollercoaster'],Candlelight,https://i.scdn.co/image/ab67616d00001e022ecac835cb69cfce667e2ea2,All New Indie,Indie
0,"['Sam Feldt', 'ALMA', 'Digital Farm Animals']",Home Sweet Home (feat. ALMA & Digital Farm Animals),https://i.scdn.co/image/ab67616d00001e02e03efaf2e401a2fed3ccd888,Dance Rising,Dance
1,"['Route 94', 'L Devine']",Sad Songs (feat. L Devine),https://i.scdn.co/image/ab67616d00001e0216faab065323874331824083,Dance Rising,Dance
2,"['Tinlicker', 'Robert Miles']",Children,https://i.scdn.co/image/ab67616d00001e02df83c5ba9339787e0e8d9457,Dance Rising,Dance
3,"['David Guetta', 'MORTEN', 'Lovespeake']",Save My Life (feat. Lovespeake),https://i.scdn.co/image/ab67616d00001e025dc8f99db7b6ed419b35786a,Dance Rising,Dance
4,['Eric Prydz'],NOPUS,https://i.scdn.co/image/ab67616d00001e02315b9024c9326543b3526fa5,Dance Rising,Dance
5,"['Boye & Sigvardt', 'Kiesza']",The Feelings,https://i.scdn.co/image/ab67616d00001e02af755b3e4c07c0bd7d8d3041,Dance Rising,Dance
6,['Mat Zo'],Colours,https://i.scdn.co/image/ab67616d00001e02c3e9d03dfb43f69d0bae768f,Dance Rising,Dance
7,['Autograf'],The Ace Of You,https://i.scdn.co/image/ab67616d00001e021773f0b0bfacc1363fd81ba6,Dance Rising,Dance
8,"['Don Diablo', 'Imanbek', 'Trevor Daniel']",Kill Me Better,https://i.scdn.co/image/ab67616d00001e02028033d42eb227efdfc67565,Dance Rising,Dance
9,['Blinkie'],What You Want,https://i.scdn.co/image/ab67616d00001e026839d226c58bcfd293193f9a,Dance Rising,Dance
10,"['Bingo Players', 'Felguk', 'Fafaq']",Devotion (2020 Remix),https://i.scdn.co/image/ab67616d00001e02b45d76b1f922f79057664573,Dance Rising,Dance
11,['Sander van Doorn'],Temper Temper (feat. ONR),https://i.scdn.co/image/ab67616d00001e02a50b41464f8195cec4131652,Dance Rising,Dance
12,['Shermanology'],Bon Bini EP,https://i.scdn.co/image/ab67616d00001e0262617a263880ec7d2431cf2f,Dance Rising,Dance
13,"['Volkoder', 'Sam Supplier']",Tornado,https://i.scdn.co/image/ab67616d00001e026ba42eb18828e2b57cd03a60,Dance Rising,Dance
14,['SIDEPIECE'],Together,https://i.scdn.co/image/ab67616d00001e02ce89e28d6505ffc574dc9417,Dance Rising,Dance
15,['TELYKast'],Somebody New,https://i.scdn.co/image/ab67616d00001e02ab3f690859dbec24bcfc67c2,Dance Rising,Dance
16,['Lane 8'],Cross Pollination,https://i.scdn.co/image/ab67616d00001e028b30196bbda98bff4b039fc1,Dance Rising,Dance
17,"['Armin van Buuren', 'Jake Reese']",Need You Now,https://i.scdn.co/image/ab67616d00001e02d33f3a1a9b63b40c42db386f,Dance Rising,Dance
18,"['Hot Since 82', 'Rudimental']",Be Strong,https://i.scdn.co/image/ab67616d00001e029df9fbe03c4f5a9eb4249337,Dance Rising,Dance
19,['Loco Dice'],Ya Free,https://i.scdn.co/image/ab67616d00001e0212012cfd802f6b4588adefe5,Dance Rising,Dance
20,"['GAMPER & DADONI', 'ILIRA']",Rule The World (feat. ILIRA),https://i.scdn.co/image/ab67616d00001e02ca9f9672598db7b2d3e34182,Dance Rising,Dance
21,['Phantoms'],Moonlight,https://i.scdn.co/image/ab67616d00001e02e12588b33f4ebb33ca4c5d8b,Dance Rising,Dance
22,['Lastlings'],Out Of Touch,https://i.scdn.co/image/ab67616d00001e0226fb75eae5f77dcde0a0c9c9,Dance Rising,Dance
23,"['Kevin McKay', 'Milos Pesovic']",Work It,https://i.scdn.co/image/ab67616d00001e0281f646be419dec6134d38876,Dance Rising,Dance
24,"['Coco & Breezy', 'Dawn Richard']",U.,https://i.scdn.co/image/ab67616d00001e02a7d5ec53beda9b49ebc37833,Dance Rising,Dance
25,['LP Giobbi'],Playing My Role,https://i.scdn.co/image/ab67616d00001e0273342e769ddde0edcc7b3424,Dance Rising,Dance
26,['Tujamo'],Enough Of You,https://i.scdn.co/image/ab67616d00001e02434167c6d1a50e38614e40d4,Dance Rising,Dance
27,"['Besomorph', 'ÁSDÍS']",DNGRS,https://i.scdn.co/image/ab67616d00001e026299da2fc852436cceb57cc0,Dance Rising,Dance
28,['Lstn'],Floral Decor,https://i.scdn.co/image/ab67616d00001e02b074189ff33288aa06627205,Dance Rising,Dance
29,['Netsky'],Second Nature,https://i.scdn.co/image/ab67616d00001e0287e9ef0f7d94bb6b7c4a7e13,Dance Rising,Dance
30,['Lemon & Herb'],Aura,https://i.scdn.co/image/ab67616d00001e024b2eedf3d5b3c50e187fa4ff,Dance Rising,Dance
31,['Bassboy'],With Me,https://i.scdn.co/image/ab67616d00001e029f2729fd3c9c2f59a379d6c2,Dance Rising,Dance
32,"['Sick Individuals', 'Vigel', 'Nazzereene']",Runaway,https://i.scdn.co/image/ab67616d00001e026de33c1fa222e4159f3a9a1b,Dance Rising,Dance
33,"['Sleepwalkrs', 'MNEK']",More Than Words (feat. MNEK),https://i.scdn.co/image/ab67616d00001e021f041b928b0ceb4f1e165d4d,Dance Rising,Dance
34,"['Pink Sweat$', 'JIDDY']",Honesty (Jersey Club Remix),https://i.scdn.co/image/ab67616d00001e026d0c3f06028bfe85313418bf,Dance Rising,Dance
35,"['Steve Brian', 'Eric Lumiere']",Somebody,https://i.scdn.co/image/ab67616d00001e0245f0f9901ca25da212bfa1f7,Dance Rising,Dance
36,"['Tchami', 'Gunna']",Praise (feat. Gunna),https://i.scdn.co/image/ab67616d00001e027763ee6d7711eccc856045e3,Dance Rising,Dance
37,"['Monolink', 'Mathame']",Sinner (Mathame Remix),https://i.scdn.co/image/ab67616d00001e021ce6297721210736b1959148,Dance Rising,Dance
38,"['Jamie Jones', 'Nicole Moudaber']",Pepper Shake,https://i.scdn.co/image/ab67616d00001e0208bf6fbd1e8b209357c23a3f,Dance Rising,Dance
39,"['Taska Black', 'Emily Vaughn']",Easier,https://i.scdn.co/image/ab67616d00001e02989a3feec2923c1d76080f7d,Dance Rising,Dance
40,['HALIENE'],Walk Through Walls,https://i.scdn.co/image/ab67616d00001e0218eb2d64f8ca857241e21d65,Dance Rising,Dance
41,"['Kaskade', 'Project 46']",Chains Chilled (with Project 46),https://i.scdn.co/image/ab67616d00001e020b8ca30362518e636311dbba,Dance Rising,Dance
42,['Le Youth'],Underwater / Other Voices,https://i.scdn.co/image/ab67616d00001e02fdba6c2c180168fbe7ccbd45,Dance Rising,Dance
43,"['TSHA', 'Gabrielle Aplin']",Change,https://i.scdn.co/image/ab67616d00001e024adff5c22187f770614b8ad3,Dance Rising,Dance
44,['Blinkie'],What You Want / What You Do,https://i.scdn.co/image/ab67616d00001e02dd4fa23c6a3f1f19272405a6,Dance Rising,Dance
45,"['Inner City', 'Idris Elba', 'Kevin Saunderson']",We All Move Together (Kevin Saunderson x Latroit Remix),https://i.scdn.co/image/ab67616d00001e029b67031627cb5d7103a3f8b4,Dance Rising,Dance
46,['Niniola'],Colours and Sounds,https://i.scdn.co/image/ab67616d00001e02093399c24efc53339d81818e,Dance Rising,Dance
47,['Aviella'],Ain’t Too Late,https://i.scdn.co/image/ab67616d00001e02ba5c8ab3df6ffb8a8685be7c,Dance Rising,Dance
48,['DJ Sliink'],Money Mouth,https://i.scdn.co/image/ab67616d00001e023bb96335827287d9347ac7cb,Dance Rising,Dance
49,"['Ryan Shepherd', 'Caitlyn Scarlett']",Hello Sunday,https://i.scdn.co/image/ab67616d00001e02a2855667a8efe7f2ef967ff4,Dance Rising,Dance
50,['Lost Girl'],Lazy Love,https://i.scdn.co/image/ab67616d00001e02d737ad52ccc3e6e61737ed3b,Dance Rising,Dance
51,"['ILLENIUM', 'Angels & Airwaves', 'LUM!X']",Paper Thin (LUM!X Remix),https://i.scdn.co/image/ab67616d00001e02ecafda605be426086aeeac9f,Dance Rising,Dance
52,['Madeon'],The Prince,https://i.scdn.co/image/ab67616d00001e0218dfaad83b61579bdf6983d4,Dance Rising,Dance
53,['Endor'],Fur,https://i.scdn.co/image/ab67616d00001e029da4569b4d592caa593ccd05,Dance Rising,Dance
54,"['Syn Cole', 'Sarah Close']",Crawl,https://i.scdn.co/image/ab67616d00001e02604beb83fcbb835c3819965b,Dance Rising,Dance
55,"['Duck Sauce', 'A-Trak', 'Armand Van Helden']",Mesmerize,https://i.scdn.co/image/ab67616d00001e028f28a4f77f0fc762a67f95e8,Dance Rising,Dance
56,"['Todd Terry', 'Louie Vega']",Keep Pumping It Up,https://i.scdn.co/image/ab67616d00001e02adc2f940ef4e134106ed4f61,Dance Rising,Dance
57,"['FARR', 'Biscits']",Heal Me,https://i.scdn.co/image/ab67616d00001e02f1253227ffa296260fa17bff,Dance Rising,Dance
58,"['ARTY', 'Vion Konger']",Run Away,https://i.scdn.co/image/ab67616d00001e0230e19dc813ee97cbdb511300,Dance Rising,Dance
59,['Hollaphonic'],Together,https://i.scdn.co/image/ab67616d00001e02ddd54ad2c720b3ad0bb66203,Dance Rising,Dance
60,"['tyDi', 'Kundo', 'Naz Tokio']",Way Too Loud,https://i.scdn.co/image/ab67616d00001e02b2e2d3d2540952c37cfae857,Dance Rising,Dance
61,['Sunnery James & Ryan Marciano'],Sunnery James & Ryan Marciano present: The Tribe Vol. One,https://i.scdn.co/image/ab67616d00001e02e6e256e139e1a625d10b90c3,Dance Rising,Dance
62,"['BRONSON', 'Cassian']",KNOW ME (feat. Gallant) [Cassian Remix],https://i.scdn.co/image/ab67616d00001e0270b6c04b50d83de5be61265d,Dance Rising,Dance
63,['Whethan'],Fantasy,https://i.scdn.co/image/ab67616d00001e02808d80990a02b6dbfb09f8d3,Dance Rising,Dance
64,"['Yves V', 'FR!ES']",High Like This,https://i.scdn.co/image/ab67616d00001e0274d62d50b09efb48882419e9,Dance Rising,Dance
65,['Nicky Romero'],Nights With You,https://i.scdn.co/image/ab67616d00001e024c1f03e8509a22df8897a8c5,Dance Rising,Dance
66,"['Ummet Ozcan', 'Faustix']",Angry Kids,https://i.scdn.co/image/ab67616d00001e02eb1edc3e4bb0121992948017,Dance Rising,Dance
67,['Lucas & Steve'],Letters To Remember,https://i.scdn.co/image/ab67616d00001e027e957714488104947de6a5e8,Dance Rising,Dance
68,['MAKJ'],Green Light,https://i.scdn.co/image/ab67616d00001e0261f4492f6c6c713aca3fcf5d,Dance Rising,Dance
69,['TIBASKO'],Resistance,https://i.scdn.co/image/ab67616d00001e0202d6ef7a676cbea10fdbe241,Dance Rising,Dance
70,"['Drew North', 'Adam K']",Drew North,https://i.scdn.co/image/ab67616d00001e0207973df32b9a76cc0c2c9b41,Dance Rising,Dance
71,['Don Diablo'],Invincible,https://i.scdn.co/image/ab67616d00001e02adea62d9f70fe51435ecbf8b,Dance Rising,Dance
72,['Shimza'],Calling Out Your Name,https://i.scdn.co/image/ab67616d00001e0224134f733e5cdeb7d7635d1d,Dance Rising,Dance
73,"['Tiga', 'Hudson Mohawke']",VSOD (Velvet Sky of Dreams),https://i.scdn.co/image/ab67616d00001e02c23107cfb5bd22b3d362e0e4,Dance Rising,Dance
74,['KUURO'],Don't Stop,https://i.scdn.co/image/ab67616d00001e027176ca652e255a2cf83beca2,Dance Rising,Dance
75,['Zoe Wees'],Control (Remixes),https://i.scdn.co/image/ab67616d00001e025876905928c2a6241e3727a3,Dance Rising,Dance
76,"['TSHA', 'Gabrielle Aplin']",Change,https://i.scdn.co/image/ab67616d00001e024adff5c22187f770614b8ad3,Dance Rising,Dance
77,['Giolì & Assia'],Rollercoaster,https://i.scdn.co/image/ab67616d00001e029534593b59bc0cb159589051,Dance Rising,Dance
78,"['L.B. One', 'Datamotion', 'Perly I Lotry']",My Mother Told Me,https://i.scdn.co/image/ab67616d00001e02bb48e048dc9d4b40cf55cb16,Dance Rising,Dance
79,['Codeko'],Chance,https://i.scdn.co/image/ab67616d00001e020829621b425c44c6a36a4f5b,Dance Rising,Dance
80,"['Felguk', 'KVSH', 'Yass']",Rhythm of the Night,https://i.scdn.co/image/ab67616d00001e02a8e942219a74eb207f5dc04f,Dance Rising,Dance
81,['Silience'],I Don't Wanna Know,https://i.scdn.co/image/ab67616d00001e02b24ff8bbeb5e06e754f43e20,Dance Rising,Dance
82,"['Kito', 'ZHU', 'Jeremih']",Follow (with Jeremih) [Dillon Francis Remix],https://i.scdn.co/image/ab67616d00001e0267f4c672682eceb56f1b339c,Dance Rising,Dance
83,['Matt Nash'],You're Not Alone,https://i.scdn.co/image/ab67616d00001e02730bd45754ebd509113a6875,Dance Rising,Dance
84,"['Aly & Fila', 'Plumb']",Somebody Loves You,https://i.scdn.co/image/ab67616d00001e026038c03d0bb39a51e39e9a8f,Dance Rising,Dance
85,['Joe Killington'],Painkiller,https://i.scdn.co/image/ab67616d00001e0253db18f7772966ab1d33a3a4,Dance Rising,Dance
86,"['Kyle Watson', 'warner case']",I Don't Like Anyone,https://i.scdn.co/image/ab67616d00001e027cd8a3e51175bca17233ed37,Dance Rising,Dance
87,"['Valentino Khan', 'Sophia Black']",everybodysgonnawannadancewithme,https://i.scdn.co/image/ab67616d00001e02d3572c79016069d1d9c17b66,Dance Rising,Dance
88,['Elohim'],Good Day Bad Day,https://i.scdn.co/image/ab67616d00001e0271631a73c2ca7f27294e701e,Dance Rising,Dance
89,['Ben Böhmer'],Cappadocia,https://i.scdn.co/image/ab67616d00001e02c4cb9907644c955b6328568e,Dance Rising,Dance
90,['Vin Diesel'],Feel Like I Do,https://i.scdn.co/image/ab67616d00001e026e600bedb9ee8ff87a003bea,Dance Rising,Dance
91,"['Sansixto', 'Castion']",See the World,https://i.scdn.co/image/ab67616d00001e027ab816a07f5c5ab187d42698,Dance Rising,Dance
92,['Sheeqo Beat'],Turn On the Bass,https://i.scdn.co/image/ab67616d00001e029053d50645708d5d9ae196b5,Dance Rising,Dance
93,"['Steve Aoki', 'KREAM']",LIES,https://i.scdn.co/image/ab67616d00001e02af0fd3ad15895758568a4d90,Dance Rising,Dance
94,"['Lucas & Steve', 'Alida']",Another Life (feat. Alida),https://i.scdn.co/image/ab67616d00001e025b6ad55d3ebb8358fff7b3e0,Dance Rising,Dance
95,['Mike Perry'],By Your Side,https://i.scdn.co/image/ab67616d00001e02301db1e186a387ba48207115,Dance Rising,Dance
96,['Mary Mesk'],Artemi,https://i.scdn.co/image/ab67616d00001e024dc386c8970a356b9b0b0fbf,Dance Rising,Dance
97,['Krystal Roxx'],WAIT,https://i.scdn.co/image/ab67616d00001e02f3681cd9a8b433df719199a0,Dance Rising,Dance
98,['EDX'],Indian Summer,https://i.scdn.co/image/ab67616d00001e021ecf55a92506d472672fd6aa,Dance Rising,Dance
99,['Herc Deeman'],House or Techno,https://i.scdn.co/image/ab67616d00001e02c64a475e7831d2075b75e4ad,Dance Rising,Dance
0,['Led Zeppelin'],Led Zeppelin II (1994 Remaster),https://i.scdn.co/image/ab67616d00001e02fc4f17340773c6c3579fea0d,Rock Classics,Rock
1,['Jimi Hendrix'],Electric Ladyland,https://i.scdn.co/image/ab67616d00001e02522088789d49e216d9818292,Rock Classics,Rock
2,['AC/DC'],Back In Black,https://i.scdn.co/image/ab67616d00001e020b51f8d91f3a21e8426361ae,Rock Classics,Rock
3,['The Rolling Stones'],The Rolling Stones In Mono (Remastered 2016),https://i.scdn.co/image/ab67616d00001e028d1570a03b9354518f0b618b,Rock Classics,Rock
4,['David Bowie'],Diamond Dogs (30th Anniversary),https://i.scdn.co/image/ab67616d00001e021dfb1645591b74f5d59c66be,Rock Classics,Rock
5,['The Beatles'],Abbey Road (Remastered),https://i.scdn.co/image/ab67616d00001e02dc30583ba717007b00cceb25,Rock Classics,Rock
6,['The Clash'],Combat Rock (Remastered),https://i.scdn.co/image/ab67616d00001e0225a4df452a3c42ccc2e9288b,Rock Classics,Rock
7,['The Who'],Who's Next (Deluxe Edition),https://i.scdn.co/image/ab67616d00001e0297922197e10d2a8dcb40eacf,Rock Classics,Rock
8,['Aerosmith'],Toys In The Attic,https://i.scdn.co/image/ab67616d00001e029662c6535fb4bf5767e50f32,Rock Classics,Rock
9,['Queen'],The Game (Deluxe Remastered Version),https://i.scdn.co/image/ab67616d00001e0207744e2ed983efa3e6620a47,Rock Classics,Rock
10,['The Doors'],The Doors,https://i.scdn.co/image/ab67616d00001e025b96a8c5d61be8878452f8f1,Rock Classics,Rock
11,['ZZ Top'],Tres Hombres (Expanded 2006 Remaster),https://i.scdn.co/image/ab67616d00001e020fe2ec86a0ec561ef2e2aae1,Rock Classics,Rock
12,['Tom Petty and the Heartbreakers'],Tom Petty & The Heartbreakers,https://i.scdn.co/image/ab67616d00001e027e42a53ea7f2ad4f36ab23a5,Rock Classics,Rock
13,"[""Guns N' Roses""]",Appetite For Destruction,https://i.scdn.co/image/ab67616d00001e0268384dd85fd5e95831252f60,Rock Classics,Rock
14,['The Animals'],The Best Of The Animals,https://i.scdn.co/image/ab67616d00001e023748833f246466f02d2d4fc3,Rock Classics,Rock
15,['Bob Dylan'],Highway 61 Revisited,https://i.scdn.co/image/ab67616d00001e02540a241e3001ddc276b9ab93,Rock Classics,Rock
16,['Cream'],Disraeli Gears (Deluxe Edition),https://i.scdn.co/image/ab67616d00001e02db1fb2dede292908e86d94d7,Rock Classics,Rock
17,['Lynyrd Skynyrd'],Second Helping,https://i.scdn.co/image/ab67616d00001e02bb1c0f2bc558a761eb2d7217,Rock Classics,Rock
18,['Creedence Clearwater Revival'],Willy And The Poor Boys,https://i.scdn.co/image/ab67616d00001e029f39192f9f8ca1c90847b3e5,Rock Classics,Rock
19,['Pink Floyd'],The Wall,https://i.scdn.co/image/ab67616d00001e02288d32d88a616b9a278ddc07,Rock Classics,Rock
20,['Fleetwood Mac'],Rumours,https://i.scdn.co/image/ab67616d00001e025e66bc0df2bd18e746dbb823,Rock Classics,Rock
21,['Janis Joplin'],Pearl (Legacy Edition),https://i.scdn.co/image/ab67616d00001e026f8c26346723dd0531696bed,Rock Classics,Rock
22,['Eagles'],Hotel California (2013 Remaster),https://i.scdn.co/image/ab67616d00001e024637341b9f507521afa9a778,Rock Classics,Rock
23,['Steve Miller Band'],The Joker,https://i.scdn.co/image/ab67616d00001e0275da4b79907852f0c5d0cd9e,Rock Classics,Rock
24,['Steppenwolf'],Steppenwolf,https://i.scdn.co/image/ab67616d00001e02ec7e2c5c7ecd29301f1c4b93,Rock Classics,Rock
25,['Buffalo Springfield'],Buffalo Springfield,https://i.scdn.co/image/ab67616d00001e02d231bd1716b71b6444e25f89,Rock Classics,Rock
26,['Boston'],Boston,https://i.scdn.co/image/ab67616d00001e02cbdeb4ed581e56ac25609357,Rock Classics,Rock
27,['Dire Straits'],Dire Straits,https://i.scdn.co/image/ab67616d00001e02c5a897378c8caf5cd11935a6,Rock Classics,Rock
28,['Jefferson Airplane'],Surrealistic Pillow,https://i.scdn.co/image/ab67616d00001e022dac7a01676ddb36c1d0ec05,Rock Classics,Rock
29,['Lou Reed'],Transformer,https://i.scdn.co/image/ab67616d00001e02d55149748dca0e5a1f40778e,Rock Classics,Rock
30,['KISS'],Dressed To Kill,https://i.scdn.co/image/ab67616d00001e0265a7b0a6969f0efcde4b5aca,Rock Classics,Rock
31,['Rush'],Moving Pictures (2011 Remaster),https://i.scdn.co/image/ab67616d00001e0272833c1ae3343cbfb4617073,Rock Classics,Rock
32,['Queen'],Greatest Hits II,https://i.scdn.co/image/ab67616d00001e02c12b6aa3d50150032e455286,Rock Classics,Rock
33,['Prince'],Purple Rain,https://i.scdn.co/image/ab67616d00001e02d52bfb90ee8dfeda8378b99b,Rock Classics,Rock
34,['The Police'],Synchronicity,https://i.scdn.co/image/ab67616d00001e02e7b53d0f9fb616521cdbfc03,Rock Classics,Rock
35,['Blue Öyster Cult'],Agents Of Fortune,https://i.scdn.co/image/ab67616d00001e023ac318439ae56ce048d7bf5d,Rock Classics,Rock
36,['America'],America,https://i.scdn.co/image/ab67616d00001e02afb855e6461310dff4046c56,Rock Classics,Rock
37,['Elton John'],Honky Chateau,https://i.scdn.co/image/ab67616d00001e023009007708ab5134936a58b3,Rock Classics,Rock
38,['Cheap Trick'],In Color,https://i.scdn.co/image/ab67616d00001e0257a0bca6d7da93cd0c551f6a,Rock Classics,Rock
39,['Led Zeppelin'],Physical Graffiti (Deluxe Edition),https://i.scdn.co/image/ab67616d00001e02765b0617b572bdd1dbdc7d8e,Rock Classics,Rock
40,['Aerosmith'],Aerosmith,https://i.scdn.co/image/ab67616d00001e02b11078ee23dcd99e085ac33e,Rock Classics,Rock
41,['AC/DC'],Highway to Hell,https://i.scdn.co/image/ab67616d00001e0251c02a77d09dfcd53c8676d0,Rock Classics,Rock
42,['Stevie Nicks'],Bella Donna (Deluxe Edition),https://i.scdn.co/image/ab67616d00001e020c5127071182a8dd9afcdcf8,Rock Classics,Rock
43,['Joan Jett & The Blackhearts'],Up Your Alley,https://i.scdn.co/image/ab67616d00001e025007b18ab5bd6a417ffa014f,Rock Classics,Rock
44,['Queen'],A Night At The Opera (2011 Remaster),https://i.scdn.co/image/ab67616d00001e02a461aa96bd9a8fcd0a492aee,Rock Classics,Rock
45,['Cream'],Wheels Of Fire (Remastered),https://i.scdn.co/image/ab67616d00001e02a3fe725af4ddc7e2745b0603,Rock Classics,Rock
46,['John Fogerty'],The Long Road Home - The Ultimate John Fogerty / Creedence Collection,https://i.scdn.co/image/ab67616d00001e02243de310ae08381dae39201f,Rock Classics,Rock
47,['Derek & The Dominos'],Layla And Other Assorted Love Songs (40th Anniversary / 2010 Remastered),https://i.scdn.co/image/ab67616d00001e02e10d2a668a44f13c6e550034,Rock Classics,Rock
